gene_symbol	ensembl_gene_id	uniprot_id	protein_class	is_secreted	signal_peptide	orf_length_bp
MXD4	ENSG00000123933	Q14582	transcription_factor	False	False	627
MXI1	ENSG00000119950	P50539	transcription_factor	False	False	684
MXRA5	ENSG00000101825	Q9NR99	secreted_protein	True	True	8484
MXRA7	ENSG00000182534	P84157	membrane_protein	False	False	612
MXRA8	ENSG00000162576	Q9BRK3	membrane_protein	False	True	1326
MYADM	ENSG00000179820	Q96S97	membrane_protein	False	False	966
MYADML2	ENSG00000185105	A6NDP7	membrane_protein	False	False	921
MYB	ENSG00000118513	P10242	transcription_factor	False	False	1920
MYBBP1A	ENSG00000132382	Q9BQG0	unknown	False	False	3984
MYBL1	ENSG00000185697	P10243	transcription_factor	False	False	2256
MYBL2	ENSG00000101057	P10244	transcription_factor	False	False	2100
MYBPC1	ENSG00000196091	Q00872	unknown	False	False	3423
MYBPC2	ENSG00000086967	Q14324	unknown	False	False	3423
MYBPC3	ENSG00000134571	Q14896	unknown	False	False	3822
MYBPH	ENSG00000133055	Q13203	unknown	False	False	1431
MYBPHL	ENSG00000221986	A2RUH7	unknown	False	False	1062
MYC	ENSG00000136997	P01106	transcription_factor	False	False	1362
MYCBP	ENSG00000214114	Q99417	unknown	False	False	309
MYCBP2	ENSG00000005810	O75592	cytoskeletal	False	False	14034
MYCBPAP	ENSG00000136449	Q8TBZ2	cytoskeletal	False	False	2952
MYCL	ENSG00000116990	P12524	unknown	False	False	1092
MYCN	ENSG00000134323	P04198	transcription_factor	False	False	1392
MYCT1	ENSG00000120279	Q8N699	unknown	False	False	705
MYD88	ENSG00000172936	Q99836	unknown	False	False	888
MYDGF	ENSG00000074842	Q969H8	secreted_protein	True	True	519
MYEF2	ENSG00000104177	Q9P2K5	transcription_factor	False	False	1800
MYEOV	ENSG00000172927	Q96EZ4	unknown	False	False	939
MYF5	ENSG00000111049	P13349	transcription_factor	False	False	765
MYF6	ENSG00000111046	P23409	unknown	False	False	726
MYG1	ENSG00000139637	Q9HB07	enzyme	False	False	1128
MYH1	ENSG00000109061	P12882	unknown	False	False	5817
MYH10	ENSG00000133026	P35580	receptor	False	False	5928
MYH11	ENSG00000133392	P35749	unknown	False	False	5916
MYH13	ENSG00000006788	Q9UKX3	unknown	False	False	5814
MYH14	ENSG00000105357	Q7Z406	unknown	False	False	5985
MYH15	ENSG00000144821	Q9Y2K3	unknown	False	False	5778
MYH2	ENSG00000125414	Q9UKX2	unknown	False	False	5823
MYH3	ENSG00000109063	P11055	unknown	False	False	5820
MYH4	ENSG00000264424	Q9Y623	unknown	False	False	5817
MYH6	ENSG00000197616	P13533	unknown	False	False	5817
MYH7	ENSG00000092054	P12883	unknown	False	False	5805
MYH7B	ENSG00000078814	A7E2Y1	membrane_protein	False	False	5949
MYH8	ENSG00000133020	P13535	unknown	False	False	5811
MYH9	ENSG00000100345	P35579	cytoskeletal	False	False	5880
MYL1	ENSG00000168530	P05976	unknown	False	False	582
MYL10	ENSG00000106436	Q9BUA6	unknown	False	False	678
MYL11	ENSG00000180209	Q96A32	unknown	False	False	507
MYL12A	ENSG00000101608	P19105	unknown	False	False	513
MYL12B	ENSG00000118680	O14950	unknown	False	False	516
MYL2	ENSG00000111245	P10916	unknown	False	False	498
MYL3	ENSG00000160808	P08590	unknown	False	False	585
MYL4	ENSG00000198336	P12829	unknown	False	False	591
MYL5	ENSG00000215375	Q02045	unknown	False	False	519
MYL6	ENSG00000092841	P60660	unknown	False	False	453
MYL6B	ENSG00000196465	P14649	unknown	False	False	624
MYL7	ENSG00000106631	Q01449	unknown	False	False	525
MYL9	ENSG00000101335	P24844	cytoskeletal	False	False	516
MYLIP	ENSG00000007944	Q8WY64	enzyme	False	False	1335
MYLK	ENSG00000065534	Q15746	kinase	False	False	5742
MYLK2	ENSG00000101306	Q9H1R3	kinase	False	False	1788
MYLK3	ENSG00000140795	Q32MK0	kinase	False	False	2457
MYLK4	ENSG00000145949	Q86YV6	kinase	False	False	1164
MYMK	ENSG00000187616	A6NI61	membrane_protein	False	False	663
MYMX	ENSG00000262179	A0A1B0GTQ4	membrane_protein	False	False	252
MYNN	ENSG00000085274	Q9NPC7	transcription_factor	False	False	1830
MYO10	ENSG00000145555	Q9HD67	transport_protein	False	False	6174
MYO15A	ENSG00000091536	Q9UKN7	cytoskeletal	False	False	10590
MYO15B	ENSG00000266714	Q96JP2	signaling_adapter	False	False	9288
MYO16	ENSG00000041515	Q9Y6X6	unknown	False	False	5574
MYO18A	ENSG00000196535	Q92614	cytoskeletal	False	False	6162
MYO18B	ENSG00000133454	Q8IUG5	unknown	False	False	7701
MYO19	ENSG00000278259	Q96H55	cytoskeletal	False	False	2910
MYO1A	ENSG00000166866	Q9UBC5	unknown	False	False	3129
MYO1B	ENSG00000128641	O43795	unknown	False	False	3408
MYO1C	ENSG00000197879	O00159	membrane_protein	False	False	3189
MYO1D	ENSG00000176658	O94832	transport_protein	False	False	3018
MYO1E	ENSG00000157483	Q12965	cytoskeletal	False	False	3324
MYO1F	ENSG00000142347	O00160	signaling_adapter	False	False	3294
MYO1G	ENSG00000136286	B0I1T2	transfer_protein	False	False	3054
MYO3A	ENSG00000095777	Q8NEV4	kinase	False	False	4848
MYO3B	ENSG00000071909	Q8WXR4	kinase	False	False	4023
MYO5A	ENSG00000197535	Q9Y4I1	transport_protein	False	False	5565
MYO5B	ENSG00000167306	Q9ULV0	transport_protein	False	False	5544
MYO5C	ENSG00000128833	Q9NQX4	unknown	False	False	5226
MYO6	ENSG00000196586	Q9UM54	transport_protein	False	False	3882
MYO7A	ENSG00000137474	Q13402	cytoskeletal	False	False	6645
MYO7B	ENSG00000169994	Q6PIF6	cytoskeletal	False	False	6348
MYO9A	ENSG00000066933	B2RTY4	membrane_protein	False	False	7644
MYO9B	ENSG00000099331	Q13459	cytoskeletal	False	False	6471
MYOC	ENSG00000034971	Q99972	secreted_protein	True	True	1512
MYOCD	ENSG00000141052	Q8IZQ8	unknown	False	False	2814
MYOCOS	ENSG00000283683	A0A1B0GUC4	unknown	False	False	240
MYOD1	ENSG00000129152	P15172	transcription_factor	False	False	960
MYOF	ENSG00000138119	Q9NZM1	membrane_protein	False	False	6183
MYOG	ENSG00000122180	P15173	transcription_factor	False	False	672
MYOM1	ENSG00000101605	P52179	unknown	False	False	5055
MYOM2	ENSG00000036448	P54296	unknown	False	False	4395
MYOM3	ENSG00000142661	Q5VTT5	unknown	False	False	4311
MYORG	ENSG00000164976	Q6NSJ0	enzyme	False	False	2142
MYOT	ENSG00000120729	Q9UBF9	cytoskeletal	False	False	1494
MYOZ1	ENSG00000177791	Q9NP98	unknown	False	False	897
MYOZ2	ENSG00000172399	Q9NPC6	unknown	False	False	792
MYOZ3	ENSG00000164591	Q8TDC0	unknown	False	False	753
MYPN	ENSG00000138347	Q86TC9	unknown	False	False	3960
MYPOP	ENSG00000176182	Q86VE0	transcription_factor	False	False	1197
MYRF	ENSG00000124920	Q9Y2G1	transcription_factor	False	False	3453
MYRFL	ENSG00000166268	Q96LU7	membrane_protein	False	False	2730
MYRIP	ENSG00000170011	Q8NFW9	unknown	False	False	2577
MYSM1	ENSG00000162601	Q5VVJ2	transcription_factor	False	False	2484
MYT1	ENSG00000196132	Q01538	transcription_factor	False	False	3363
MYT1L	ENSG00000186487	Q9UL68	transcription_factor	False	False	3558
MYZAP	ENSG00000263155	P0CAP1	cytoskeletal	False	True	1398
MZB1	ENSG00000170476	Q8WU39	secreted_protein	True	True	567
MZF1	ENSG00000099326	P28698	transcription_factor	False	False	2202
MZT1	ENSG00000204899	Q08AG7	cytoskeletal	False	False	246
MZT2A	ENSG00000173272	Q6P582	cytoskeletal	False	False	474
MZT2B	ENSG00000152082	Q6NZ67	cytoskeletal	False	False	474
N4BP1	ENSG00000102921	O75113	rna_binding	False	False	2688
N4BP2	ENSG00000078177	Q86UW6	enzyme	False	False	5310
N4BP2L1	ENSG00000139597	Q5TBK1	unknown	False	False	729
N4BP2L2	ENSG00000244754	Q92802	unknown	False	False	1749
N4BP3	ENSG00000145911	O15049	unknown	False	False	1632
NAA10	ENSG00000102030	P41227	enzyme	False	False	705
NAA11	ENSG00000156269	Q9BSU3	enzyme	False	False	687
NAA15	ENSG00000164134	Q9BXJ9	unknown	False	False	2598
NAA16	ENSG00000172766	Q6N069	unknown	False	False	2592
NAA20	ENSG00000173418	P61599	enzyme	False	False	534
NAA25	ENSG00000111300	Q14CX7	unknown	False	False	2916
NAA30	ENSG00000139977	Q147X3	enzyme	False	False	1086
NAA35	ENSG00000135040	Q5VZE5	unknown	False	False	2175
NAA38	ENSG00000183011	Q9BRA0	unknown	False	False	375
NAA40	ENSG00000110583	Q86UY6	enzyme	False	False	711
NAA50	ENSG00000121579	Q9GZZ1	enzyme	False	False	507
NAA60	ENSG00000122390	Q9H7X0	enzyme	False	False	726
NAA80	ENSG00000243477	Q93015	enzyme	False	False	858
NAAA	ENSG00000138744	Q02083	enzyme	False	True	1077
NAALAD2	ENSG00000077616	Q9Y3Q0	enzyme	False	False	2220
NAALADL1	ENSG00000168060	Q9UQQ1	enzyme	False	False	2220
NAALADL2	ENSG00000177694	Q58DX5	membrane_protein	False	False	2385
NAB1	ENSG00000138386	Q13506	unknown	False	False	1461
NAB2	ENSG00000166886	Q15742	unknown	False	False	1575
NABP1	ENSG00000173559	Q96AH0	unknown	False	False	612
NABP2	ENSG00000139579	Q9BQ15	unknown	False	False	633
NACA	ENSG00000196531	E9PAV3	transcription_factor	False	False	6234
NACA2	ENSG00000253506	Q9H009	transport_protein	False	False	645
NACAD	ENSG00000136274	O15069	transport_protein	False	False	4686
NACC1	ENSG00000160877	Q96RE7	unknown	False	False	1581
NACC2	ENSG00000148411	Q96BF6	unknown	False	False	1761
NADK	ENSG00000008130	O95544	kinase	False	False	1338
NADK2	ENSG00000152620	Q4G0N4	kinase	False	False	1326
NADSYN1	ENSG00000172890	Q6IA69	enzyme	False	False	2118
NAE1	ENSG00000159593	Q13564	membrane_protein	False	False	1602
NAF1	ENSG00000145414	Q96HR8	rna_binding	False	False	1482
NAGA	ENSG00000198951	P17050	enzyme	False	True	1233
NAGK	ENSG00000124357	Q9UJ70	kinase	False	False	1032
NAGLU	ENSG00000108784	P54802	enzyme	False	True	2229
NAGPA	ENSG00000103174	Q9UK23	enzyme	False	True	1545
NAGS	ENSG00000161653	Q8N159	enzyme	False	False	1602
NAIF1	ENSG00000171169	Q69YI7	unknown	False	False	981
NAIP	ENSG00000249437	Q13075	unknown	False	False	4209
NALCN	ENSG00000102452	Q8IZF0	ion_channel	False	False	5214
NALF1	ENSG00000204442	B1AL88	membrane_protein	False	False	1374
NALF2	ENSG00000130054	O75949	membrane_protein	False	False	1416
NAMPT	ENSG00000105835	P43490	secreted_cytokine	True	False	1473
NANOG	ENSG00000111704	Q9H9S0	transcription_factor	False	False	915
NANOGNB	ENSG00000205857	Q7Z5D8	unknown	False	False	564
NANOGP8	ENSG00000255192	Q6NSW7	transcription_factor	False	False	915
NANOS1	ENSG00000188613	Q8WY41	rna_binding	False	False	876
NANOS2	ENSG00000188425	P60321	rna_binding	False	False	414
NANOS3	ENSG00000187556	P60323	rna_binding	False	False	519
NANP	ENSG00000170191	Q8TBE9	enzyme	False	False	744
NANS	ENSG00000095380	Q9NR45	enzyme	False	False	1077
NAP1L1	ENSG00000187109	P55209	unknown	False	False	1173
NAP1L2	ENSG00000186462	Q9ULW6	unknown	False	False	1380
NAP1L3	ENSG00000186310	Q99457	unknown	False	False	1518
NAP1L4	ENSG00000205531	Q99733	unknown	False	False	1125
NAP1L5	ENSG00000177432	Q96NT1	unknown	False	False	546
NAPA	ENSG00000105402	P54920	transport_protein	False	False	885
NAPB	ENSG00000125814	Q9H115	transport_protein	False	False	894
NAPEPLD	ENSG00000161048	Q6IQ20	enzyme	False	False	1179
NAPG	ENSG00000134265	Q99747	transport_protein	False	False	936
NAPRT	ENSG00000147813	Q6XQN6	enzyme	False	False	1614
NAPSA	ENSG00000131400	O96009	secreted_enzyme	True	True	1260
NARF	ENSG00000141562	Q9UHQ1	unknown	False	False	1368
NARS1	ENSG00000134440	O43776	enzyme	False	False	1644
NARS2	ENSG00000137513	Q96I59	enzyme	False	False	1431
NASP	ENSG00000132780	P49321	transport_protein	False	False	2364
NAT1	ENSG00000171428	P18440	enzyme	False	False	870
NAT10	ENSG00000135372	Q9H0A0	enzyme	False	False	3075
NAT14	ENSG00000090971	Q8WUY8	transcription_factor	False	False	618
NAT16	ENSG00000167011	Q8N8M0	enzyme	False	False	1107
NAT2	ENSG00000156006	P11245	enzyme	False	False	870
NAT8	ENSG00000144035	Q9UHE5	enzyme	False	False	681
NAT8L	ENSG00000185818	Q8N9F0	enzyme	False	False	906
NAT9	ENSG00000109065	Q9BTE0	enzyme	False	False	621
NATD1	ENSG00000274180	Q8N6N6	unknown	False	False	339
NAV1	ENSG00000134369	Q8NEY1	cytoskeletal	False	False	5631
NAV2	ENSG00000166833	Q8IVL1	cytoskeletal	False	False	7464
NAV3	ENSG00000067798	Q8IVL0	cytoskeletal	False	False	7155
NAXD	ENSG00000213995	Q8IW45	enzyme	False	False	1041
NAXE	ENSG00000163382	Q8NCW5	secreted_enzyme	True	False	864
NBAS	ENSG00000151779	A2RRP1	transport_protein	False	False	7113
NBDY	ENSG00000204272	A0A0U1RRE5	unknown	False	False	204
NBEA	ENSG00000172915	Q8NFP9	membrane_protein	False	False	8838
NBEAL1	ENSG00000144426	Q6ZS30	unknown	False	False	8082
NBEAL2	ENSG00000160796	Q6ZNJ1	unknown	False	False	8262
NBL1	ENSG00000158747	P41271	secreted_protein	True	True	543
NBN	ENSG00000104320	O60934	unknown	False	False	2262
NBPF1	ENSG00000219481	Q3BBV0	unknown	False	False	3642
NBPF10	ENSG00000271425	Q6P3W6	unknown	False	False	11385
NBPF11	ENSG00000263956	Q86T75	unknown	False	False	2595
NBPF12	ENSG00000268043	Q5TAG4	unknown	False	False	4371
NBPF14	ENSG00000270629	Q5TI25	unknown	False	False	8964
NBPF15	ENSG00000266338	Q8N660	unknown	False	False	2010
NBPF19	ENSG00000271383	A0A087WUL8	unknown	False	False	11529
NBPF26	ENSG00000273136	B4DH59	unknown	False	False	5019
NBPF3	ENSG00000142794	Q9H094	unknown	False	False	1899
NBPF4	ENSG00000196427	Q96M43	unknown	False	False	1914
NBPF6	ENSG00000186086	Q5VWK0	unknown	False	False	1914
NBPF8	ENSG00000270231	Q3BBV2	unknown	False	False	2826
NBPF9	ENSG00000269713	P0DPF3	unknown	False	False	3333
NBR1	ENSG00000188554	Q14596	unknown	False	False	2898
NCALD	ENSG00000104490	P61601	unknown	False	False	579
NCAM1	ENSG00000149294	P13591	secreted_protein	True	True	2574
NCAM2	ENSG00000154654	O15394	membrane_protein	False	True	2511
NCAN	ENSG00000130287	O14594	secreted_protein	True	True	3963
NCAPD2	ENSG00000010292	Q15021	unknown	False	False	4203
NCAPD3	ENSG00000151503	P42695	unknown	False	False	4494
NCAPG	ENSG00000109805	Q9BPX3	unknown	False	False	3045
NCAPG2	ENSG00000146918	Q86XI2	unknown	False	False	3429
NCAPH	ENSG00000121152	Q15003	unknown	False	False	2223
NCAPH2	ENSG00000025770	Q6IBW4	unknown	False	False	1815
NCBP1	ENSG00000136937	Q09161	transport_protein	False	False	2370
NCBP2	ENSG00000114503	P52298	transport_protein	False	False	468
NCBP2AS2	ENSG00000270170	Q69YL0	unknown	False	False	297
NCBP2L	ENSG00000170935	A6PVI3	unknown	False	False	459
NCBP3	ENSG00000074356	Q53F19	transport_protein	False	False	1860
NCCRP1	ENSG00000188505	Q6ZVX7	unknown	False	False	825
NCDN	ENSG00000020129	Q9UBB6	membrane_protein	False	False	2187
NCEH1	ENSG00000144959	Q6PIU2	enzyme	False	False	1224
NCF1	ENSG00000158517	P14598	signaling_adapter	False	False	1170
NCF2	ENSG00000116701	P19878	signaling_adapter	False	False	1578
NCF4	ENSG00000100365	Q15080	signaling_adapter	False	False	1017
NCK1	ENSG00000158092	P16333	signaling_adapter	False	False	1131
NCK2	ENSG00000071051	O43639	signaling_adapter	False	False	1140
NCKAP1	ENSG00000061676	Q9Y2A7	membrane_protein	False	False	3384
NCKAP1L	ENSG00000123338	P55160	membrane_protein	False	False	3381
NCKAP5	ENSG00000176771	O14513	unknown	False	False	5727
NCKAP5L	ENSG00000167566	Q9HCH0	cytoskeletal	False	False	4002
NCKIPSD	ENSG00000213672	Q9NZQ3	signaling_adapter	False	False	2166
NCL	ENSG00000115053	P19338	rna_binding	False	False	2130
NCLN	ENSG00000125912	Q969V3	membrane_protein	False	True	1689
NCMAP	ENSG00000184454	Q5T1S8	membrane_protein	False	False	306
NCOA1	ENSG00000084676	Q15788	enzyme	False	False	4323
NCOA2	ENSG00000140396	Q15596	unknown	False	False	4392
NCOA3	ENSG00000124151	Q9Y6Q9	enzyme	False	False	4272
NCOA4	ENSG00000266412	Q13772	unknown	False	False	1842
NCOA5	ENSG00000124160	Q9HCD5	unknown	False	False	1737
NCOA6	ENSG00000198646	Q14686	unknown	False	False	6189
NCOA7	ENSG00000111912	Q8NI08	unknown	False	False	2826
NCOR1	ENSG00000141027	O75376	transcription_factor	False	False	7320
NCOR2	ENSG00000196498	Q9Y618	transcription_factor	False	False	7542
NCR1	ENSG00000189430	O76036	receptor	False	True	912
NCR2	ENSG00000096264	O95944	receptor	False	True	828
NCR3	ENSG00000204475	O14931	receptor	False	True	603
NCR3LG1	ENSG00000188211	Q68D85	membrane_protein	False	True	1362
NCS1	ENSG00000107130	P62166	membrane_protein	False	False	570
NCSTN	ENSG00000162736	Q92542	membrane_protein	False	True	2127
NDC1	ENSG00000058804	Q9BTX1	transport_protein	False	False	2022
NDC80	ENSG00000080986	O14777	unknown	False	False	1926
NDE1	ENSG00000072864	Q9NXR1	cytoskeletal	False	False	1005
NDEL1	ENSG00000166579	Q9GZM8	transport_protein	False	False	1035
NDFIP1	ENSG00000131507	Q9BT67	secreted_protein	True	False	663
NDFIP2	ENSG00000102471	Q9NV92	membrane_protein	False	False	1008
NDN	ENSG00000182636	Q99608	transcription_factor	False	False	963
NDNF	ENSG00000173376	Q8TB73	secreted_protein	True	True	1704
NDOR1	ENSG00000188566	Q9UHB4	enzyme	False	False	1791
NDP	ENSG00000124479	Q00604	secreted_protein	True	True	399
NDRG1	ENSG00000104419	Q92597	cytoskeletal	False	False	1182
NDRG2	ENSG00000165795	Q9UN36	unknown	False	False	1113
NDRG3	ENSG00000101079	Q9UGV2	unknown	False	False	1125
NDRG4	ENSG00000103034	Q9ULP0	unknown	False	False	1056
NDST1	ENSG00000070614	P52848	enzyme	False	False	2646
NDST2	ENSG00000166507	P52849	enzyme	False	False	2649
NDST3	ENSG00000164100	O95803	enzyme	False	False	2619
NDST4	ENSG00000138653	Q9H3R1	enzyme	False	False	2616
NDUFA1	ENSG00000125356	O15239	transport_protein	False	False	210
NDUFA10	ENSG00000130414	O95299	transport_protein	False	False	1065
NDUFA11	ENSG00000174886	Q86Y39	transport_protein	False	False	423
NDUFA12	ENSG00000184752	Q9UI09	transport_protein	False	False	435
NDUFA13	ENSG00000186010	Q9P0J0	transport_protein	False	False	432
NDUFA2	ENSG00000131495	O43678	transport_protein	False	False	297
NDUFA3	ENSG00000170906	O95167	transport_protein	False	False	252
NDUFA5	ENSG00000128609	Q16718	transport_protein	False	False	348
NDUFA6	ENSG00000184983	P56556	transport_protein	False	False	384
NDUFA7	ENSG00000267855	O95182	transport_protein	False	False	339
NDUFA8	ENSG00000119421	P51970	transport_protein	False	False	516
NDUFA9	ENSG00000139180	Q16795	transport_protein	False	False	1131
NDUFAB1	ENSG00000004779	O14561	transport_protein	False	False	468
NDUFAF1	ENSG00000137806	Q9Y375	unknown	False	False	981
NDUFAF2	ENSG00000164182	Q8N183	unknown	False	False	507
NDUFAF3	ENSG00000178057	Q9BU61	membrane_protein	False	False	552
NDUFAF4	ENSG00000123545	Q9P032	membrane_protein	False	False	525
NDUFAF5	ENSG00000101247	Q5TEU4	enzyme	False	False	1035
NDUFAF6	ENSG00000156170	Q330K2	membrane_protein	False	False	999
NDUFAF7	ENSG00000003509	Q7L592	enzyme	False	False	1323
NDUFAF8	ENSG00000224877	A1L188	unknown	False	False	222
NDUFB1	ENSG00000183648	O75438	transport_protein	False	False	174
NDUFB10	ENSG00000140990	O96000	transport_protein	False	False	516
NDUFB11	ENSG00000147123	Q9NX14	transport_protein	False	False	459
NDUFB2	ENSG00000090266	O95178	transport_protein	False	False	315
NDUFB3	ENSG00000119013	O43676	transport_protein	False	False	294
NDUFB4	ENSG00000065518	O95168	transport_protein	False	False	387
NDUFB5	ENSG00000136521	O43674	transport_protein	False	False	567
NDUFB6	ENSG00000165264	O95139	transport_protein	False	False	384
NDUFB7	ENSG00000099795	P17568	transport_protein	False	False	411
NDUFB8	ENSG00000166136	O95169	transport_protein	False	False	558
NDUFB9	ENSG00000147684	Q9Y6M9	transport_protein	False	False	537
NDUFC1	ENSG00000109390	O43677	transport_protein	False	False	228
NDUFC2	ENSG00000151366	O95298	transport_protein	False	False	357
NDUFC2-KCTD14	ENSG00000259112	E9PQ53	transport_protein	False	False	342
NDUFS1	ENSG00000023228	P28331	transport_protein	False	False	2181
NDUFS2	ENSG00000158864	O75306	transport_protein	False	False	1389
NDUFS3	ENSG00000213619	O75489	transport_protein	False	False	792
NDUFS4	ENSG00000164258	O43181	transport_protein	False	False	525
NDUFS5	ENSG00000168653	O43920	transport_protein	False	False	318
NDUFS6	ENSG00000145494	O75380	transport_protein	False	False	372
NDUFS7	ENSG00000115286	O75251	transport_protein	False	False	639
NDUFS8	ENSG00000110717	O00217	transport_protein	False	False	630
NDUFV1	ENSG00000167792	P49821	transport_protein	False	False	1392
NDUFV2	ENSG00000178127	P19404	transport_protein	False	False	747
NDUFV3	ENSG00000160194	P56181	transport_protein	False	False	324
NEB	ENSG00000183091	P20929	cytoskeletal	False	False	25575
NEBL	ENSG00000078114	O76041	signaling_adapter	False	False	3042
NECAB1	ENSG00000123119	Q8N987	unknown	False	False	1053
NECAB2	ENSG00000103154	Q7Z6G3	membrane_protein	False	False	1158
NECAB3	ENSG00000125967	Q96P71	unknown	False	False	1188
NECAP1	ENSG00000089818	Q8NC96	transport_protein	False	False	825
NECAP2	ENSG00000157191	Q9NVZ3	transport_protein	False	False	789
NECTIN1	ENSG00000110400	Q15223	secreted_protein	True	True	1551
NECTIN2	ENSG00000130202	Q92692	receptor	False	True	1614
NECTIN3	ENSG00000177707	Q9NQS3	membrane_protein	False	True	1647
NECTIN4	ENSG00000143217	Q96NY8	secreted_protein	True	True	1530
NEDD1	ENSG00000139350	Q8NHV4	cytoskeletal	False	False	1980
NEDD4	ENSG00000069869	P46934	enzyme	False	False	3957
NEDD4L	ENSG00000049759	Q96PU5	enzyme	False	False	2925
NEDD8	ENSG00000129559	Q15843	unknown	False	False	243
NEDD9	ENSG00000111859	Q14511	cytoskeletal	False	False	2502
NEFH	ENSG00000100285	P12036	cytoskeletal	False	False	3060
NEFL	ENSG00000277586	P07196	cytoskeletal	False	False	1629
NEFM	ENSG00000104722	P07197	cytoskeletal	False	False	2748
NEGR1	ENSG00000172260	Q7Z3B1	membrane_protein	False	True	1062
NEIL1	ENSG00000140398	Q96FI4	cytoskeletal	False	False	1170
NEIL2	ENSG00000154328	Q969S2	enzyme	False	False	996
NEIL3	ENSG00000109674	Q8TAT5	enzyme	False	False	1815
NEK1	ENSG00000137601	Q96PY6	kinase	False	False	3774
NEK10	ENSG00000163491	Q6ZWH5	kinase	False	False	3516
NEK11	ENSG00000114670	Q8NG66	kinase	False	False	1935
NEK2	ENSG00000117650	P51955	kinase	False	False	1335
NEK3	ENSG00000136098	P51956	kinase	False	False	1518
NEK4	ENSG00000114904	P51957	kinase	False	False	2523
NEK5	ENSG00000197168	Q6P3R8	kinase	False	False	2124
NEK6	ENSG00000119408	Q9HC98	kinase	False	False	939
NEK7	ENSG00000151414	Q8TDX7	kinase	False	False	906
NEK8	ENSG00000160602	Q86SG6	kinase	False	False	2076
NEK9	ENSG00000119638	Q8TD19	kinase	False	False	2937
NELFA	ENSG00000185049	Q9H3P2	unknown	False	False	1584
NELFB	ENSG00000188986	Q8WX92	rna_binding	False	False	1740
NELFCD	ENSG00000101158	Q8IXH7	rna_binding	False	False	1770
NELFE	ENSG00000204356	P18615	rna_binding	False	False	1140
NELL1	ENSG00000165973	Q92832	secreted_protein	True	True	2430
NELL2	ENSG00000184613	Q99435	secreted_protein	True	True	2448
NEMF	ENSG00000165525	O60524	unknown	False	False	3228
NEMP1	ENSG00000166881	O14524	membrane_protein	False	True	1332
NEMP2	ENSG00000189362	A6NFY4	membrane_protein	False	True	1251
NENF	ENSG00000117691	Q9UMX5	secreted_protein	True	True	516
NEO1	ENSG00000067141	Q92859	membrane_protein	False	True	4383
NES	ENSG00000132688	P48681	unknown	False	False	4863
NET1	ENSG00000173848	Q7Z628	unknown	False	False	1788
NETO1	ENSG00000166342	Q8TDF5	secreted_protein	True	True	1599
NETO2	ENSG00000171208	Q8NC67	receptor	False	True	1575
NEU1	ENSG00000184494	Q99519	enzyme	False	True	1245
NEU2	ENSG00000115488	Q9Y3R4	enzyme	False	False	1140
NEU3	ENSG00000162139	Q9UQ49	enzyme	False	False	1284
NEU4	ENSG00000204099	Q8WWR8	enzyme	False	False	1452
NEURL1	ENSG00000107954	O76050	enzyme	False	False	1722
NEURL1B	ENSG00000214357	A8MQ27	enzyme	False	False	1665
NEURL2	ENSG00000124257	Q9BR09	unknown	False	False	855
NEURL3	ENSG00000163121	Q96EH8	enzyme	False	False	786
NEURL4	ENSG00000215041	Q96JN8	cytoskeletal	False	False	4686
NEUROD1	ENSG00000162992	Q13562	transcription_factor	False	False	1068
NEUROD2	ENSG00000171532	Q15784	transcription_factor	False	False	1146
NEUROD4	ENSG00000123307	Q9HD90	transcription_factor	False	False	993
NEUROD6	ENSG00000164600	Q96NK8	transcription_factor	False	False	1011
NEUROG1	ENSG00000181965	Q92886	transcription_factor	False	False	711
NEUROG2	ENSG00000178403	Q9H2A3	transcription_factor	False	False	816
NEUROG3	ENSG00000122859	Q9Y4Z2	transcription_factor	False	False	642
NEXMIF	ENSG00000050030	Q5QGS0	unknown	False	False	4548
NEXN	ENSG00000162614	Q0ZGT2	cytoskeletal	False	False	2025
NF1	ENSG00000196712	P21359	transfer_protein	False	False	8517
NF2	ENSG00000186575	P35240	cytoskeletal	False	False	1785
NFAM1	ENSG00000235568	Q8NET5	membrane_protein	False	True	810
NFASC	ENSG00000163531	O94856	membrane_protein	False	True	4041
NFAT5	ENSG00000102908	O94916	transcription_factor	False	False	4593
NFATC1	ENSG00000131196	O95644	transcription_factor	False	False	2829
NFATC2	ENSG00000101096	Q13469	transcription_factor	False	False	2775
NFATC2IP	ENSG00000176953	Q8NCF5	unknown	False	False	1257
NFATC3	ENSG00000072736	Q12968	transcription_factor	False	False	3225
NFATC4	ENSG00000100968	Q14934	transcription_factor	False	False	2706
NFE2	ENSG00000123405	Q16621	transcription_factor	False	False	1119
NFE2L1	ENSG00000082641	Q14494	transcription_factor	False	False	2316
NFE2L2	ENSG00000116044	Q16236	transcription_factor	False	False	1815
NFE2L3	ENSG00000050344	Q9Y4A8	transcription_factor	False	False	2082
NFIA	ENSG00000162599	Q12857	transcription_factor	False	False	1527
NFIB	ENSG00000147862	O00712	transcription_factor	False	False	1260
NFIC	ENSG00000141905	P08651	transcription_factor	False	False	1524
NFIL3	ENSG00000165030	Q16649	transcription_factor	False	False	1386
NFILZ	ENSG00000268480	A0A5F9ZHS7	transcription_factor	False	False	867
NFIX	ENSG00000008441	Q14938	transcription_factor	False	False	1506
